"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4083","testGetListUsersAPI","Default Suite","2026-09-26","passed","2026-09-26","com.corebank.api.ApiTest","CoreBankAuToTesst","com.corebank.api.ApiTest","testGetListUsersAPI"
"","3060","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","5634","testTransferMoneyViaUI","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferMoneyViaUI"
"","3013","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","3846","testGetListUsersAPI_QuetToanBo","Default Suite","2026-09-26","passed","2026-09-26","com.corebank.api.ApiTest","CoreBankAuToTesst","com.corebank.api.ApiTest","testGetListUsersAPI_QuetToanBo"
"","1794","testTransferLimits","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.HybridTransferTest","Surefire test","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","3626","Kiểm tra Đăng nhập Data-Driven","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.LoginAPITest","Surefire test","com.corebank.tests.LoginAPITest","testLogin"
"","107","Kiểm tra Đăng nhập Data-Driven","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.LoginAPITest","Surefire test","com.corebank.tests.LoginAPITest","testLogin"
"","138","testGetUserAPI","Default Suite","2026-09-26","passed","2026-09-26","com.corebank.api.ApiTest","CoreBankAuToTesst","com.corebank.api.ApiTest","testGetUserAPI"
"","5042","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","3017","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","95","Kiểm tra Đăng nhập Data-Driven","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.LoginAPITest","Surefire test","com.corebank.tests.LoginAPITest","testLogin"
"","2261","testTransferLimits","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.HybridTransferTest","Surefire test","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","12338","testTransferLimits","Default Suite","2026-09-20","broken","2026-09-20","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","65","Kiểm tra Đăng nhập Data-Driven","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.LoginAPITest","Surefire test","com.corebank.tests.LoginAPITest","testLogin"
"","82","Test tính năng Chuyển tiền (Transfer Funds)","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.ParabankRealTest","Surefire test","com.corebank.tests.ParabankRealTest","testMoneyTransfer"
"","2","setupDataViaAPI","Default Suite","2026-09-19","broken","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","setupDataViaAPI"
"","4203","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","423","testGetListUsersAPI_KiemSoatLinhHoat","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.api.ApiTest","Surefire test","com.corebank.api.ApiTest","testGetListUsersAPI_KiemSoatLinhHoat"
"","3190","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","12496","testTransferLimits","Default Suite","2026-09-20","broken","2026-09-20","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","53","Test Đăng nhập bằng tài khoản ảo vừa tạo","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.IsolatedLoginTest","Surefire test","com.corebank.tests.IsolatedLoginTest","testLoginWithFreshData"
"","3008","testTransferLimits","Default Suite","2026-09-19","passed","2026-09-19","com.corebank.tests.HybridTransferTest","CoreBankAuToTesst","com.corebank.tests.HybridTransferTest","testTransferLimits"
"","1663","testTransferLimits","Surefire suite","2026-09-26","passed","2026-09-26","com.corebank.tests.HybridTransferTest","Surefire test","com.corebank.tests.HybridTransferTest","testTransferLimits"
